hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
250731,24,1,01,1,4213,重　富　　伸　也,39,73,7.00,1,0.11,1.52.1
250731,24,1,02,2,4747,山　戸　　信　二,34,39,7.01,2,0.06,1.53.1
250731,24,1,03,5,4336,松　田　　竜　馬,72,56,7.02,5,0.07,1.53.8
250731,24,1,04,3,3661,柳　瀬　　興　志,33,63,6.97,3,0.07,1.55.2
250731,24,1,05,4,3617,竹　田　　広　樹,70,16,6.99,4,0.04,
250731,24,1,06,6,3614,谷　　　　勝　幸,35,37,7.01,6,0.13,
250731,24,2,01,3,3470,新　田　　芳　美,43,69,7.00,3,0.09,1.51.5
250731,24,2,02,2,4900,中　田　　夕　貴,30,38,6.89,2,0.12,1.52.0
250731,24,2,03,5,4720,西　澤　　日花里,46,49,6.97,4,0.09,1.53.9
250731,24,2,04,1,5164,森　田　　梨　湖,27,35,7.03,1,0.13,1.55.1
250731,24,2,05,6,4878,西　岡　　育　未,67,13,7.01,5,0.15,
250731,24,2,06,4,5387,戸　田　　海咲音,53,62,6.92,6,0.23,
250731,24,3,01,1,4248,岡　本　　　　大,28,55,6.98,1,0.08,1.50.3
250731,24,3,02,2,4679,植　田　　太　一,26,70,6.88,2,0.23,1.51.9
250731,24,3,03,4,3556,田　中　　信一郎,64,58,7.01,4,0.15,1.53.9
250731,24,3,04,6,4303,牧　原　　　　崇,22,52,6.97,6,0.20,1.54.4
250731,24,3,05,3,4142,平　野　　和　明,71,64,7.01,3,0.14,
250731,24,3,06,5,4890,石　川　　　　諒,61,44,7.02,5,0.12,
250731,24,4,01,4,4408,仁　科　　さやか,38,47,6.98,4,0.12,1.50.0
250731,24,4,02,5,3579,中　里　　優　子,76,26,7.00,5,0.08,1.52.0
250731,24,4,03,1,5113,黒　明　　花　夢,32,72,6.95,1,0.24,1.53.5
250731,24,4,04,2,5203,神　里　　琴　音,31,11,7.02,2,0.21,1.55.5
250731,24,4,05,6,5314,中　曽　　瑠　華,63,60,7.07,6,0.10,
250731,24,4,06,3,4275,菅　野　　はやか,41,28,7.02,3,0.18,
250731,24,5,01,1,4260,中　越　　博　紀,21,51,6.95,1,0.10,1.49.8
250731,24,5,02,3,4064,原　田　　篤　志,60,20,6.95,3,0.11,1.51.2
250731,24,5,03,2,4790,柳　内　　敬　太,19,34,6.97,2,0.11,1.52.6
250731,24,5,04,4,4651,佐　藤　　大　騎,50,57,6.92,4,0.10,1.53.9
250731,24,5,05,5,3442,宮　武　　英　司,40,66,6.96,5,0.13,
250731,24,5,06,6,4094,中　島　　真　二,29,22,6.96,6,0.10,
250731,24,6,01,1,5250,嶋　田　　有　里,57,43,6.95,1,0.19,1.50.8
