hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
260331,24,1,01,1,5086,本　村　　　　大,65,50,6.75,1,0.28,2.00.1
260331,24,1,02,4,4164,岩　永　　節　也,15,70,6.78,4,0.20,2.03.0
260331,24,1,03,3,3621,天　野　　晶　夫,46,74,6.81,3,0.18,2.04.2
260331,24,1,04,6,4782,浜　崎　　準　也,27,51,6.81,6,0.19,2.07.6
260331,24,1,05,5,5409,宮　本　　琉　正,50,61,6.87,5,0.15,
260331,24,1,S1,2,5376,吉　田　　一　心,28,68,6.80,2,0.19,
260331,24,2,01,6,3848,川　上　　聡　介,20,17,6.83,5,0.11,1.50.3
260331,24,2,02,2,5310,土　屋　　　　蘭,58,78,6.80,2,0.18,1.51.2
260331,24,2,03,5,5438,星　田　　夢　結,14,15,6.86,6,0.14,1.54.0
260331,24,2,04,1,4103,山　崎　　善　庸,36,72,6.89,1,0.19,1.54.8
260331,24,2,05,3,5049,松　井　　友　汰,69,45,6.87,3,0.18,
260331,24,2,06,4,2538,高　橋　　二　朗,18,23,6.85,4,0.19,
260331,24,3,01,4,5092,篠　原　　晟　弥,29,12,6.74,4,0.11,1.49.3
260331,24,3,02,3,3860,松　本　　浩　貴,48,47,6.78,3,0.08,1.52.0
260331,24,3,03,6,4676,後　藤　　隼　之,22,22,6.83,5,0.09,1.52.8
260331,24,3,04,2,4535,北　山　　康　介,74,52,6.81,2,0.16,1.53.6
260331,24,3,05,1,5123,福　山　　恵里奈,66,35,6.81,1,0.21,
260331,24,3,06,5,5428,古園井　　綾　南,44,77,6.77,6,0.15,
260331,24,4,01,4,3629,浅　見　　昌　克,43,63,6.83,4,0.10,1.49.9
260331,24,4,02,5,3822,平　尾　　崇　典,25,53,6.78,5,0.06,1.51.7
260331,24,4,03,3,4014,片　岡　　恵　里,21,18,6.72,3,0.09,1.52.8
260331,24,4,04,6,4895,門　間　　雄　大,24,21,6.79,6,0.06,1.54.4
260331,24,4,05,2,4708,半　田　　尚　也,30,41,6.84,2,0.21,
260331,24,4,06,1,4023,柴　田　　友　和,16,25,6.81,1,0.23,
260331,24,5,01,4,5087,佐　藤　　　　航,71,29,6.82,4,0.22,1.50.1
260331,24,5,02,1,5291,三　嶌　　こころ,40,49,6.81,1,0.22,1.51.4
260331,24,5,03,2,4329,小　松　　卓　司,41,33,6.89,2,0.21,1.53.6
260331,24,5,04,3,4555,富　永　　大　一,39,36,6.84,3,0.23,1.54.3
260331,24,5,05,6,4949,横　田　　貴　満,26,11,6.83,5,0.24,
260331,24,5,L0,5,5376,吉　田　　一　心,28,68,,,,
260331,24,6,01,5,4345,西　舘　　　　健,23,58,6.79,5,0.14,1.50.4
260331,24,6,02,1,3564,桑　原　　　　啓,33,19,6.75,1,0.19,1.51.5
260331,24,6,03,2,4503,上　野　　真之介,17,27,6.79,2,0.18,1.53.0
260331,24,6,04,4,3843,上　之　　晃　弘,64,55,6.82,4,0.19,1.54.8
260331,24,6,05,3,3776,横　井　　健　太,12,75,6.86,3,0.27,
260331,24,6,06,6,5438,星　田　　夢　結,14,15,6.77,6,0.23,
260331,24,7,01,2,4515,藤　田　　浩　人,49,40,6.77,2,0.04,1.49.9
260331,24,7,02,4,3054,北　川　　幸　典,38,54,6.77,4,0.07,1.51.1
260331,24,7,03,3,3848,川　上　　聡　介,20,17,6.81,3,0.05,1.52.2
260331,24,7,04,1,3473,石　川　　真　二,35,24,6.84,1,0.08,1.54.0
260331,24,7,05,5,4164,岩　永　　節　也,15,70,6.79,5,0.16,
260331,24,7,06,6,5342,原　村　　百　那,47,62,6.76,6,0.19,
260331,24,8,01,1,5049,松　井　　友　汰,69,45,6.80,1,0.19,1.49.9
260331,24,8,02,5,5054,佐々木　　大　河,13,56,6.76,5,0.19,1.51.5
260331,24,8,03,6,3352,小　川　　晃　司,53,66,6.85,6,0.14,1.53.7
260331,24,8,04,2,3860,松　本　　浩　貴,48,47,6.74,2,0.22,1.55.4
260331,24,8,05,3,4023,柴　田　　友　和,16,25,6.84,3,0.19,
260331,24,8,06,4,4994,山　本　　梨　菜,59,69,6.75,4,0.24,
260331,24,9,01,1,4555,富　永　　大　一,39,36,6.79,1,0.07,1.50.4
260331,24,9,02,5,3629,浅　見　　昌　克,43,63,6.79,5,0.09,1.51.4
260331,24,9,03,2,4152,深　水　　慎一郎,62,30,6.80,2,0.04,1.53.4
