hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
250930,24,1,01,1,5195,北　村　　寧　々,36,51,6.91,1,0.13,1.49.8
250930,24,1,02,3,4349,犬　童　　千　秋,15,30,6.89,3,0.11,1.52.6
250930,24,1,03,2,3175,渡　辺　　千　草,65,77,6.89,2,0.10,1.53.2
250930,24,1,04,4,5326,三　嶌　　さらら,60,32,6.89,4,0.19,1.53.8
250930,24,1,05,5,4408,仁　科　　さやか,14,11,6.97,5,0.18,
250930,24,1,06,6,4733,赤　井　　　　睦,43,74,6.89,6,0.12,
250930,24,2,01,3,4938,小　芦　　るり華,22,40,6.83,3,0.22,1.50.3
250930,24,2,02,4,3611,岩　崎　　芳　美,48,49,6.91,4,0.17,1.52.1
250930,24,2,03,1,4720,西　澤　　日花里,47,25,6.89,1,0.18,1.52.7
250930,24,2,04,2,5205,刑　部　　亜里紗,33,21,6.90,2,0.23,1.53.6
250930,24,2,05,5,3580,水　口　　由　紀,58,65,6.95,5,0.19,
250930,24,2,06,6,3871,池　田　　紫　乃,69,29,6.96,6,0.17,
250930,24,3,01,3,4387,平　山　　智　加,11,31,6.89,3,0.08,1.49.8
250930,24,3,02,5,5218,山　田　　理　央,57,69,6.83,5,0.09,1.51.9
250930,24,3,03,2,3289,高　橋　　淳　美,50,56,6.99,2,0.08,1.53.8
250930,24,3,04,4,5151,山　下　　奈　緒,66,59,6.83,4,0.14,1.53.9
250930,24,3,05,6,4499,滝　川　　真由子,46,44,6.86,6,0.11,
250930,24,3,06,1,5192,中　尾　　優　香,31,33,6.90,1,0.14,
250930,24,4,01,3,4372,原　田　　佑　実,17,27,6.90,3,0.17,1.50.6
250930,24,4,02,5,5250,嶋　田　　有　里,61,57,6.92,5,0.13,1.51.9
250930,24,4,03,4,4482,守　屋　　美　穂,38,47,6.84,4,0.26,1.52.7
250930,24,4,04,6,3618,海　野　　ゆかり,29,24,6.87,6,0.15,1.55.4
250930,24,4,05,1,5155,内　山　　七　海,73,37,6.89,1,0.18,
250930,24,4,06,2,3518,倉　田　　郁　美,30,58,6.87,2,0.26,
250930,24,5,01,2,3528,笠　野　　友紀恵,20,78,6.83,2,0.09,1.50.1
250930,24,5,02,1,3357,福　島　　陽　子,45,54,6.85,1,0.04,1.51.7
250930,24,5,03,5,5188,武　井　　莉里佳,56,26,6.82,5,0.09,1.52.7
250930,24,5,04,3,4590,渡　邉　　優　美,25,71,6.91,3,0.06,1.53.7
250930,24,5,05,6,4714,喜多須　　杏　奈,26,64,6.91,6,0.11,
250930,24,5,06,4,4844,村　上　　奈　穂,64,72,6.89,4,0.06,
250930,24,6,01,6,4764,小　池　　礼　乃,39,45,6.87,6,0.03,1.50.4
250930,24,6,02,2,4530,小　野　　生　奈,72,23,6.81,2,0.19,1.51.3
250930,24,6,03,5,5335,森　　　　陽　多,59,35,6.87,5,0.08,1.53.6
250930,24,6,04,4,5173,谷　口　　佳　蓮,52,20,6.86,4,0.08,1.54.5
250930,24,6,05,1,4548,篠　木　　亜衣花,32,19,6.89,1,0.26,
250930,24,6,06,3,4924,中　北　　　　涼,21,76,6.90,3,0.15,
250930,24,7,01,1,5193,米　丸　　乃　絵,27,55,6.86,1,0.13,1.48.8
250930,24,7,02,3,4927,関　野　　　　文,74,70,6.89,3,0.12,1.51.7
250930,24,7,03,2,4300,加　藤　　　　綾,34,66,6.86,2,0.12,1.52.6
250930,24,7,04,4,4014,片　岡　　恵　里,13,63,6.83,4,0.21,1.54.1
250930,24,7,05,5,5326,三　嶌　　さらら,60,32,6.91,5,0.13,
250930,24,7,06,6,5283,植　木　　美　帆,44,52,6.91,6,0.14,
250930,24,8,01,2,4433,川　野　　芽　唯,53,17,6.86,2,0.24,1.50.4
250930,24,8,02,3,4050,田　口　　節　子,62,61,6.86,3,0.20,1.53.0
250930,24,8,03,5,4720,西　澤　　日花里,47,25,6.84,5,0.21,1.54.8
250930,24,8,04,1,4286,平　田　　さやか,12,50,6.84,1,0.16,1.55.7
250930,24,8,05,6,3289,高　橋　　淳　美,50,56,6.97,6,0.25,
250930,24,8,S1,4,5155,内　山　　七　海,73,37,6.86,4,0.22,
250930,24,9,01,1,5218,山　田　　理　央,57,69,6.79,1,0.16,1.49.6
250930,24,9,02,3,4804,高　田　　ひかる,23,41,6.68,3,0.13,1.51.8
250930,24,9,03,5,3518,倉　田　　郁　美,30,58,6.84,5,0.14,1.54.1
250930,24,9,04,4,3175,渡　辺　　千　草,65,77,6.83,4,0.16,1.54.4
250930,24,9,05,2,5188,武　井　　莉里佳,56,26,6.86,2,0.22,
250930,24,9,06,6,4938,小　芦　　るり華,22,40,6.88,6,0.14,
250930,24,10,01,1,4502,遠　藤　　エ　ミ,28,12,6.77,1,0.12,1.56.0
250930,24,10,02,2,3618,海　野　　ゆかり,29,24,6.84,2,0.17,1.59.0
250930,24,10,03,3,4208,三　浦　　永　理,18,18,6.85,3,0.14,2.02.1
250930,24,10,04,4,5195,北　村　　寧　々,36,51,6.87,4,0.09,2.03.6
250930,24,10,05,5,3357,福　島　　陽　子,45,54,6.88,5,0.12,
250930,24,10,S1,6,3611,岩　崎　　芳　美,48,49,6.90,6,0.12,
250930,24,11,01,1,4482,守　屋　　美　穂,38,47,6.76,1,0.06,1.49.1
250930,24,11,02,3,5193,米　丸　　乃　絵,27,55,6.82,3,0.16,1.50.2
250930,24,11,03,4,3528,笠　野　　友紀恵,20,78,6.80,4,0.18,1.52.3
