hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
260228,24,1,01,2,5190,大　月　　遊　雅,69,41,6.93,2,0.06,1.49.9
260228,24,1,02,1,5261,岡　　　　暢　祐,37,40,6.87,1,0.07,1.51.6
260228,24,1,03,4,5395,日　高　　龍之介,12,54,6.87,4,0.07,1.51.7
260228,24,1,04,3,5345,牧　村　　俊　輝,57,12,6.87,3,0.06,1.53.0
260228,24,1,05,6,5152,丸　山　　祐　也,70,64,6.84,6,0.28,
260228,24,1,06,5,5290,坂　本　　一　真,23,38,6.82,5,0.17,
260228,24,2,01,2,5311,小　林　　京　平,46,26,6.81,2,0.07,1.50.3
260228,24,2,02,1,5309,森　　　　雄　利,17,22,6.88,1,0.11,1.52.3
260228,24,2,03,6,5350,網　代　　良　芽,32,16,6.83,6,0.07,1.52.9
260228,24,2,04,4,5337,出　畑　　孝　成,63,31,6.86,4,0.13,1.53.7
260228,24,2,05,5,5209,小　野　　京　平,51,53,6.96,5,0.14,
260228,24,2,06,3,5369,岡　崎　　凪　汰,43,57,6.84,3,0.09,
260228,24,3,01,2,5301,岩　下　　巧　斗,59,78,6.81,2,0.11,1.50.7
260228,24,3,02,1,5336,瀬　川　　大　地,45,34,6.86,1,0.14,1.52.2
260228,24,3,03,3,5286,坂　井　　滉　哉,41,13,6.86,3,0.14,1.54.0
260228,24,3,04,6,5388,佐　野　　優　都,28,62,6.79,6,0.16,1.55.1
260228,24,3,05,5,5315,浅　井　　　　翼,68,48,6.86,5,0.28,
260228,24,3,06,4,5372,上　岡　　巧　汰,35,65,6.81,4,0.22,
260228,24,4,01,2,5294,豊　田　　祥　生,50,47,6.86,2,0.13,1.50.0
260228,24,4,02,4,5141,大　澤　　風　葵,30,46,6.88,4,0.09,1.51.1
260228,24,4,03,3,5158,宮　脇　　遼　太,40,28,6.80,3,0.17,1.53.3
260228,24,4,04,5,5285,若　林　　　　麗,29,43,6.87,5,0.15,1.55.2
260228,24,4,05,6,5417,小　柳　　勝　希,56,67,6.89,6,0.13,
260228,24,4,06,1,5266,石　田　　勇　斗,60,37,6.88,1,0.23,
260228,24,5,01,1,5356,長谷川　　　　暖,47,76,6.79,1,0.08,1.49.5
260228,24,5,02,6,5278,田　中　　駿　兵,33,74,6.71,6,0.23,1.50.6
260228,24,5,03,3,5154,村　松　　栄　太,62,30,6.76,3,0.06,1.52.1
260228,24,5,04,2,5160,藤　森　　陸　斗,19,25,6.76,2,0.07,1.53.4
260228,24,5,05,5,5270,小　玉　　啓　太,53,35,6.73,5,0.14,
260228,24,5,06,4,5240,高　橋　　龍　治,13,17,6.73,4,0.25,
260228,24,6,01,5,5126,山　下　　大　輝,34,75,6.68,5,0.24,1.50.6
260228,24,6,02,1,5206,梅　原　　祥　平,31,60,6.84,1,0.23,1.51.6
260228,24,6,03,4,5292,佐　藤　　右　京,55,14,6.88,4,0.29,1.51.9
260228,24,6,04,2,5139,大　場　　恒　季,14,11,6.82,2,0.22,1.53.9
260228,24,6,05,6,5355,萩　原　　丈太朗,52,55,6.87,6,0.28,
260228,24,6,06,3,5299,西　丸　　敦　基,15,36,6.81,3,0.27,
260228,24,7,01,1,5207,高　山　　敬　悟,67,24,6.79,1,0.17,1.49.2
260228,24,7,02,3,5136,濱　野　　斗　馬,66,58,6.81,3,0.14,1.51.2
260228,24,7,03,2,5196,鰐　部　　太空海,64,33,6.75,2,0.13,1.52.2
260228,24,7,04,6,5372,上　岡　　巧　汰,35,65,6.77,6,0.15,1.53.9
260228,24,7,05,5,5395,日　高　　龍之介,12,54,6.75,5,0.21,
260228,24,7,06,4,5309,森　　　　雄　利,17,22,6.81,4,0.21,
260228,24,8,01,1,5114,小　林　　孝　彰,20,71,6.73,1,0.08,1.49.9
260228,24,8,02,2,5212,西　川　　拓　利,27,63,6.79,2,0.08,1.50.9
260228,24,8,03,3,5089,前　田　　　　翔,16,77,6.75,3,0.06,1.52.8
260228,24,8,04,5,5336,瀬　川　　大　地,45,34,6.79,5,0.11,1.54.5
260228,24,8,05,6,5337,出　畑　　孝　成,63,31,6.78,6,0.16,
260228,24,8,06,4,5290,坂　本　　一　真,23,38,6.78,4,0.06,
260228,24,9,01,1,5125,高　井　　雄　基,75,68,6.80,1,0.15,1.49.7
260228,24,9,02,4,5345,牧　村　　俊　輝,57,12,6.85,3,0.26,1.51.3
260228,24,9,03,5,5034,若　林　　義　人,72,19,6.84,4,0.25,1.53.2
260228,24,9,04,6,5311,小　林　　京　平,46,26,6.76,5,0.30,1.54.5
260228,24,9,05,3,5236,小　宮　　涼　雅,49,73,6.77,2,0.21,
260228,24,9,K1,2,5315,浅　井　　　　翼,68,48,,,,
260228,24,10,01,1,5220,青　木　　　　蓮,76,18,6.74,1,0.05,1.50.3
260228,24,10,02,2,5276,大　島　　隆乃介,71,20,6.81,2,0.07,1.50.7
260228,24,10,03,5,5299,西　丸　　敦　基,15,36,6.73,5,0.16,1.52.1
260228,24,10,04,6,5158,宮　脇　　遼　太,40,28,6.65,6,0.15,1.53.5
260228,24,10,05,3,5356,長谷川　　　　暖,47,76,6.76,3,0.08,
260228,24,10,06,4,5388,佐　野　　優　都,28,62,6.69,4,0.28,
260228,24,11,01,1,5126,山　下　　大　輝,34,75,6.70,1,0.24,1.48.7
260228,24,11,02,6,5286,坂　井　　滉　哉,41,13,6.76,6,0.18,1.51.2
260228,24,11,03,4,5270,小　玉　　啓　太,53,35,6.79,4,0.09,1.51.7
260228,24,11,04,2,5141,大　澤　　風　葵,30,46,6.77,2,0.19,1.53.2
260228,24,11,05,3,5209,小　野　　京　平,51,53,6.89,3,0.23,
260228,24,11,06,5,5190,大　月　　遊　雅,69,41,6.83,5,0.22,
260228,24,12,01,1,5196,鰐　部　　太空海,64,33,6.78,1,0.11,1.48.1
260228,24,12,02,3,5301,岩　下　　巧　斗,59,78,6.79,3,0.09,1.50.7
260228,24,12,03,6,5369,岡　崎　　凪　汰,43,57,6.67,6,0.18,1.52.4
260228,24,12,04,4,5160,藤　森　　陸　斗,19,25,6.79,4,0.08,1.53.2
260228,24,12,05,2,5292,佐　藤　　右　京,55,14,6.84,2,0.21,
260228,24,12,06,5,5294,豊　田　　祥　生,50,47,6.82,5,0.08,
260228,23,1,01,1,5045,平　川　　香　織,58,45,6.94,1,0.05,1.50.7
260228,23,1,02,3,3539,金　子　　順　一,43,11,7.03,3,0.12,1.52.6
260228,23,1,03,5,3964,宮　地　　博　士,50,3,6.95,5,0.29,1.53.2
260228,23,1,04,2,3503,堂　原　　洋　史,33,51,6.91,2,0.07,1.53.6
260228,23,1,05,6,5390,高　橋　　涼　夏,44,12,6.97,6,0.09,1.55.2
260228,23,1,06,4,3370,坪　内　　　　実,36,35,6.96,4,0.16,1.57.0
260228,23,2,01,1,4633,森　　　　智　也,42,29,6.96,1,0.11,1.50.2
260228,23,2,02,2,3541,三　嶌　　誠　司,59,7,6.96,2,0.15,1.51.2
260228,23,2,03,5,5403,藤　山　　湧　太,20,36,6.90,5,0.19,1.54.0
260228,23,2,04,4,3825,宮　嵜　　隆太郎,48,47,6.96,4,0.14,1.55.9
260228,23,2,05,3,4439,近　藤　　友　宝,17,34,7.04,3,0.15,1.56.1
260228,23,2,06,6,4020,川　上　　清　人,52,26,7.05,6,0.28,1.57.7
260228,23,3,01,5,4798,浜　先　　真　範,35,54,6.84,5,0.12,1.50.7
260228,23,3,02,1,4438,森　作　　雄　大,25,46,6.96,1,0.12,1.53.0
260228,23,3,03,3,4301,関　　　　裕　也,60,48,7.04,3,0.13,1.54.7
260228,23,3,04,2,5322,根　岸　　真　優,41,50,6.86,2,0.16,1.56.5
260228,23,3,05,4,3976,内　田　　　　圭,38,41,6.96,4,0.10,1.57.3
260228,23,3,06,6,5367,赤　松　　咲　香,13,1,6.93,6,0.17,1.58.5
260228,23,4,01,2,3915,繁野谷　　圭　介,22,28,6.88,2,0.16,1.50.8
260228,23,4,02,1,4861,田　中　　宏　樹,3,53,6.87,1,0.13,1.52.0
260228,23,4,03,5,3701,大　西　　隆　洋,29,59,7.02,5,0.17,1.54.1
260228,23,4,04,3,5211,高　井　　駿　弥,37,5,6.98,3,0.19,1.55.1
