hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
251231,24,1,01,1,4938,小　芦　　るり華,13,65,6.66,1,0.18,1.48.1
251231,24,1,02,3,3334,角　　　　ひとみ,53,57,6.68,3,0.14,1.50.2
251231,24,1,03,2,4536,喜　井　　つかさ,70,71,6.73,2,0.17,1.51.6
251231,24,1,04,6,4758,富　樫　　麗　加,25,68,6.72,6,0.13,1.52.1
251231,24,1,05,5,4478,櫻　本　　あゆみ,44,25,6.73,5,0.12,
251231,24,1,06,4,5218,山　田　　理　央,16,35,6.67,4,0.07,
251231,24,2,01,1,4289,落　合　　直　子,18,47,6.76,1,0.10,1.47.5
251231,24,2,02,2,4447,深　川　　麻奈美,69,50,6.79,2,0.16,1.50.2
251231,24,2,03,5,4642,松　尾　　夏　海,45,54,6.81,5,0.23,1.51.6
251231,24,2,04,4,5045,平　川　　香　織,14,41,6.77,4,0.25,1.53.4
251231,24,2,05,6,5013,山　下　　夏　鈴,59,15,6.68,6,0.22,
251231,24,2,06,3,4240,今　井　　裕　梨,12,19,6.75,3,0.11,
251231,24,3,01,1,4123,細　川　　裕　子,22,31,6.73,1,0.06,1.47.4
251231,24,3,02,2,5205,刑　部　　亜里紗,47,59,6.73,2,0.05,1.48.0
251231,24,3,03,5,5281,井　上　　遥　妃,30,43,6.75,5,0.11,1.50.7
251231,24,3,04,4,4519,清　水　　沙　樹,50,64,6.72,4,0.09,1.51.0
251231,24,3,05,3,4891,寺　島　　美　里,72,40,6.79,3,0.06,
251231,24,3,06,6,4243,西　村　　　　歩,34,17,6.77,6,0.24,
251231,24,4,01,1,5129,山　口　　真喜子,17,11,6.74,1,0.27,1.48.9
251231,24,4,02,2,3999,大　瀧　　明日香,15,13,6.73,2,0.24,1.50.0
251231,24,4,03,3,4286,平　田　　さやか,28,77,6.72,3,0.20,1.51.7
251231,24,4,04,4,4501,樋　口　　由加里,39,12,6.74,4,0.16,1.52.7
251231,24,4,05,5,5213,湯　淺　　紀　香,67,37,6.73,5,0.21,
251231,24,4,06,6,4183,宇　野　　弥　生,49,23,6.72,6,0.26,
251231,24,5,01,1,4627,藤　原　　菜　希,51,55,6.72,1,0.13,1.48.1
251231,24,5,02,3,4764,小　池　　礼　乃,33,29,6.72,3,0.14,1.49.4
251231,24,5,03,4,4773,中　川　　り　な,31,36,6.78,4,0.15,1.51.5
251231,24,5,03,5,4791,黒　澤　　めぐみ,46,60,6.79,5,0.19,1.51.5
251231,24,5,05,2,3611,岩　崎　　芳　美,57,20,6.79,2,0.09,
251231,24,5,06,6,3334,角　　　　ひとみ,53,57,6.74,6,0.18,
251231,24,6,01,1,5193,米　丸　　乃　絵,26,75,6.74,1,0.25,1.48.7
251231,24,6,02,3,5013,山　下　　夏　鈴,59,15,6.68,3,0.20,1.51.6
251231,24,6,03,6,5218,山　田　　理　央,16,35,6.67,6,0.17,1.52.0
251231,24,6,04,2,4927,関　野　　　　文,38,76,6.73,2,0.18,1.52.7
251231,24,6,05,4,5188,武　井　　莉里佳,27,69,6.66,4,0.22,
251231,24,6,06,5,4443,津　田　　裕　絵,52,24,6.74,5,0.23,
251231,24,7,01,1,4845,前　田　　紗　希,32,74,6.70,1,0.20,1.48.9
251231,24,7,02,3,4758,富　樫　　麗　加,25,68,6.71,3,0.17,1.50.7
251231,24,7,03,6,4642,松　尾　　夏　海,45,54,6.75,6,0.29,1.52.7
251231,24,7,04,4,5281,井　上　　遥　妃,30,43,6.73,4,0.21,1.53.5
251231,24,7,05,2,4884,勝　浦　　真　帆,36,53,6.70,2,0.19,
251231,24,7,06,5,4243,西　村　　　　歩,34,17,6.74,5,0.38,
251231,24,8,01,1,4478,櫻　本　　あゆみ,44,25,6.66,1,0.13,1.48.2
251231,24,8,02,2,4938,小　芦　　るり華,13,65,6.64,2,0.11,1.50.6
251231,24,8,03,4,4289,落　合　　直　子,18,47,6.71,4,0.10,1.51.6
251231,24,8,04,5,4447,深　川　　麻奈美,69,50,6.74,5,0.14,1.53.0
251231,24,8,05,3,4123,細　川　　裕　子,22,31,6.72,3,0.12,
251231,24,8,06,6,3999,大　瀧　　明日香,15,13,6.70,6,0.15,
251231,24,9,01,1,5045,平　川　　香　織,14,41,6.74,1,0.11,1.48.0
251231,24,9,02,4,5129,山　口　　真喜子,17,11,6.74,4,0.13,1.50.1
251231,24,9,03,2,5193,米　丸　　乃　絵,26,75,6.78,2,0.08,1.50.6
251231,24,9,04,5,5205,刑　部　　亜里紗,47,59,6.68,5,0.16,1.51.1
251231,24,9,05,3,4627,藤　原　　菜　希,51,55,6.73,3,0.10,
251231,24,9,06,6,4536,喜　井　　つかさ,70,71,6.70,6,0.13,
251231,24,10,01,1,4546,浜　田　　亜理沙,62,66,6.73,1,0.22,1.48.1
251231,24,10,02,5,4961,西　橋　　奈　未,65,61,6.65,5,0.13,1.49.9
251231,24,10,03,3,5088,高　憧　　四　季,20,18,6.68,3,0.14,1.50.0
251231,24,10,04,2,4482,守　屋　　美　穂,64,33,6.71,2,0.18,1.51.2
251231,24,10,05,6,4963,實　森　　美　祐,60,21,6.74,6,0.14,
251231,24,10,06,4,4387,平　山　　智　加,58,45,6.67,4,0.12,
251231,24,11,01,1,4373,若　狭　　奈美子,48,38,6.67,1,0.13,1.47.4
251231,24,11,02,4,4900,中　田　　夕　貴,24,26,6.68,4,0.10,1.48.6
251231,24,11,03,5,4011,堀之内　　紀代子,73,62,6.67,5,0.08,1.51.7
