hd,jcd,rno,chaku,waku,toban,name,motorNo,boatNo,tenjiT,shinnyu,st,raceTime
251031,24,1,01,3,4066,東　本　　勝　利,65,17,6.84,3,0.20,1.49.5
251031,24,1,02,1,3527,中　嶋　　誠一郎,56,38,6.89,1,0.22,1.51.4
251031,24,1,03,5,3615,横　田　　　　茂,41,52,6.90,5,0.24,1.53.5
251031,24,1,04,4,3809,吉　田　　　　光,39,70,6.97,4,0.22,1.53.9
251031,24,1,05,2,3282,池　本　　輝　明,15,43,6.87,2,0.31,
251031,24,1,06,6,3703,鳥　飼　　　　眞,55,48,6.89,6,0.28,
251031,24,2,01,1,3514,山　一　　鉄　也,28,27,6.88,1,0.09,1.49.7
251031,24,2,02,5,3587,武　田　　信　一,27,24,6.93,5,0.20,1.51.4
251031,24,2,03,6,3777,樋　口　　　　亮,73,57,6.88,6,0.31,1.52.8
251031,24,2,04,4,3686,鳥居塚　　孝　博,40,76,6.86,4,0.16,1.54.2
251031,24,2,05,3,3933,山　地　　正　樹,22,14,6.87,3,0.18,
251031,24,2,06,2,3843,上　之　　晃　弘,49,65,6.92,2,0.14,
251031,24,3,01,2,3796,長　野　　道　臣,18,20,6.87,2,0.18,1.50.7
251031,24,3,02,3,3612,馬　袋　　義　則,74,15,6.91,3,0.16,1.51.5
251031,24,3,03,1,4012,中　村　　有　裕,12,13,6.91,1,0.27,1.51.9
251031,24,3,04,6,3997,北　村　　征　嗣,47,19,6.82,6,0.26,1.53.6
251031,24,3,05,4,3714,梶　原　　　　正,25,47,6.88,4,0.21,
251031,24,3,06,5,4077,品　田　　直　樹,13,61,6.79,5,0.28,
251031,24,4,01,1,3473,石　川　　真　二,64,31,6.93,1,0.08,1.49.5
251031,24,4,02,2,4104,木　下　　陽　介,68,71,6.89,2,0.12,1.50.8
251031,24,4,03,5,4004,山　本　　浩　輔,44,73,6.84,5,0.30,1.52.3
251031,24,4,04,3,4100,松　田　　隆　司,59,56,6.85,3,0.13,1.53.6
251031,24,4,05,4,4047,吉　永　　浩　則,67,28,6.92,4,0.21,
251031,24,4,06,6,4036,金　田　　　　諭,31,12,6.84,6,0.24,
251031,24,5,01,1,3333,丸　尾　　義　孝,34,16,6.86,1,0.25,1.49.7
251031,24,5,02,3,3554,仲　口　　博　崇,69,30,6.85,3,0.27,1.51.0
251031,24,5,03,2,3809,吉　田　　　　光,39,70,6.95,2,0.26,1.52.3
251031,24,5,04,4,3448,高　山　　秀　雄,19,23,6.88,4,0.26,1.54.1
251031,24,5,05,5,3656,伯　母　　芳　恒,35,36,6.89,5,0.28,
251031,24,5,06,6,3454,井　川　　大　作,57,22,6.90,6,0.20,
251031,24,6,01,6,3527,中　嶋　　誠一郎,56,38,6.90,6,0.23,1.50.2
251031,24,6,02,5,3822,平　尾　　崇　典,43,63,6.74,5,0.11,1.51.3
251031,24,6,03,1,4002,古　結　　　　宏,60,49,6.82,1,0.11,1.53.3
251031,24,6,04,4,3852,澤　　　　大　介,32,60,6.86,4,0.17,1.54.2
251031,24,6,05,3,3880,浅　見　　宗　孝,26,25,6.89,3,0.27,
251031,24,6,06,2,3741,松　尾　　基　成,66,39,6.87,2,0.12,
251031,24,7,01,1,3777,樋　口　　　　亮,73,57,6.81,1,0.16,1.50.9
251031,24,7,02,3,3412,鈴　木　　　　博,21,62,6.82,3,0.15,1.51.4
251031,24,7,03,2,3730,塩　崎　　優　司,53,68,6.83,2,0.18,1.53.0
251031,24,7,04,5,3282,池　本　　輝　明,15,43,6.92,5,0.23,1.54.3
251031,24,7,05,4,4077,品　田　　直　樹,13,61,6.79,4,0.20,
251031,24,7,06,6,4007,榮　田　　将　彦,48,34,6.79,6,0.20,
251031,24,8,01,1,3997,北　村　　征　嗣,47,19,6.80,1,0.13,1.49.4
251031,24,8,02,4,3621,天　野　　晶　夫,36,18,6.79,4,0.13,1.50.9
251031,24,8,03,3,4004,山　本　　浩　輔,44,73,6.82,3,0.15,1.52.3
251031,24,8,04,6,3514,山　一　　鉄　也,28,27,6.82,6,0.22,1.53.1
251031,24,8,05,5,3612,馬　袋　　義　則,74,15,6.82,5,0.16,
251031,24,8,06,2,3587,武　田　　信　一,27,24,6.90,2,0.28,
251031,24,9,01,1,3983,須　藤　　博　倫,75,74,6.87,1,0.14,1.50.4
